v100	32510MiB	alexnet	64			0.003	0.019	20018	64.058	380.346	
v100	32510MiB	densenet121	64			0.003	0.210	20018	64.058	4199.826	
v100	32510MiB	densenet161	64			0.003	0.466	20018	64.058	9322.492	
v100	32510MiB	densenet169	64			0.003	0.261	20018	64.058	5232.766	
v100	32510MiB	densenet201	64			0.003	0.340	20018	64.058	6796.191	
v100	32510MiB	googlenet	64			0.003	0.077	20018	64.058	1535.399	
v100	32510MiB	inception_v3	64			#DIV/0!	#DIV/0!	20018	#DIV/0!	#DIV/0!	
v100	32510MiB	mnasnet0_5	64			0.003	0.047	20018	66.060	948.864	
v100	32510MiB	mnasnet0_75	64			0.003	0.064	20018	64.058	1277.163	
v100	32510MiB	mnasnet1_3	64			0.005	0.095	20018	106.097	1891.723	
v100	32510MiB	mobilenet_v2	64			0.003	0.074	20018	64.058	1485.353	
v100	32510MiB	mobilenet_v3_large	64			0.003	0.066	20018	64.058	1325.207	
v100	32510MiB	mobilenet_v3_small	64			0.003	0.033	20018	66.060	656.598	
v100	32510MiB	resnet101	64			0.003	0.304	20018	64.058	6085.543	
v100	32510MiB	resnet152	64			0.003	0.431	20018	64.058	8629.861	
v100	32510MiB	resnet18	64			0.005	0.056	20018	94.086	1117.017	
v100	32510MiB	resnet34	64			0.004	0.093	20018	70.064	1867.701	
v100	32510MiB	resnet50	64			0.003	0.184	20018	64.058	3689.361	
v100	32510MiB	resnext101_32x8d	64			0.003	0.732	20018	64.058	14653.348	
v100	32510MiB	resnext50_32x4d	64			0.003	0.258	20018	64.058	5170.710	
v100	32510MiB	shufflenet_v2_x0_5	64			0.003	0.031	20018	64.058	624.569	
v100	32510MiB	shufflenet_v2_x1_0	64			0.003	0.037	20018	64.058	746.680	
v100	32510MiB	shufflenet_v2_x1_5	64			0.004	0.047	20018	78.071	948.864	
v100	32510MiB	shufflenet_v2_x2_0	64			0.004	0.063	20018	70.064	1267.154	
v100	32510MiB	squeezenet1_0	64			0.004	0.062	20018	84.076	1231.107	
v100	32510MiB	squeezenet1_1	64			0.003	0.036	20018	64.058	716.653	
v100	32510MiB	vgg11	64			0.005	0.145	20018	104.095	2910.651	
v100	32510MiB	vgg11_bn	64			0.006	0.171	20018	118.108	3419.114	
v100	32510MiB	vgg13	64			0.005	0.232	20018	98.089	4648.234	
v100	32510MiB	vgg13_bn	64			0.003	0.277	20018	68.062	5551.056	
v100	32510MiB	vgg16	64			0.004	0.277	20018	70.064	5537.044	
v100	32510MiB	vgg16_bn	64			0.006	0.328	20018	112.102	6561.977	
v100	32510MiB	vgg19	64			0.004	0.324	20018	84.077	6489.912	
v100	32510MiB	vgg19_bn	64			0.004	0.378	20018	86.078	7566.893	
v100	32510MiB	wide_resnet101_2	64			0.003	0.586	20018	68.062	11736.691	
v100	32510MiB	wide_resnet50_2	64			0.003	0.336	20018	64.058	6728.129	
p100		alexnet	256			0.0140	0.0987	5005	70.041	494.039	
p100		googlenet	256			0.0126	0.5191	5005	63.114	2597.986	
p100		mnasnet0_5	256			0.0139	0.3422	5005	69.746	1712.800	
p100		mnasnet0_75	256			0.0140	0.4885	5005	70.184	2444.561	
p100		mnasnet1_3	256			0.0143	0.7587	5005	71.454	3796.711	
p100		mobilenet_v2	256			0.0141	0.5649	5005	70.644	2827.300	
p100		mobilenet_v3_large	256			0.0141	0.4814	5005	70.379	2409.336	
p100		mobilenet_v3_small	256			0.0126	0.1853	5005	63.093	927.307	
p100		resnet18	256			0.0140	0.3446	5005	70.011	1724.500	
p100		resnet34	256			0.0144	0.5673	5005	72.235	2839.250	
p100		shufflenet_v2_x0_5	256			0.0142	0.1199	5005	70.904	599.931	
p100		shufflenet_v2_x1_0	256			0.0125	0.2250	5005	62.791	1125.973	
p100		shufflenet_v2_x1_5	256			0.0128	0.3443	5005	63.965	1723.155	
p100		shufflenet_v2_x2_0	256			0.0125	0.4511	5005	62.795	2257.496	
p100		squeezenet1_0	256			0.0174	0.4474	5005	87.147	2239.407	
p100		squeezenet1_1	256			0.0140	0.2397	5005	70.137	1199.429	
p100		alexnet	128			0.0071	0.0545	10009	71.564	545.511	
p100		googlenet	128			0.0065	0.2559	10009	64.945	2561.519	
p100		inception_v3	128			#DIV/0!	#DIV/0!	10009	#DIV/0!	#DIV/0!	
p100		mnasnet0_5	128			0.0063	0.1739	10009	63.326	1740.904	
p100		mnasnet0_75	128			0.0064	0.2492	10009	63.636	2494.095	
p100		mnasnet1_3	128			0.0074	0.3814	10009	74.107	3817.289	
p100		mobilenet_v2	128			0.0073	0.2733	10009	72.673	2735.413	
p100		mobilenet_v3_large	128			0.0068	0.2454	10009	68.507	2455.799	
p100		mobilenet_v3_small	128			0.0065	0.0970	10009	64.993	970.706	
p100		resnet18	128			0.0071	0.1772	10009	71.503	1774.104	
p100		resnet34	128			0.0072	0.2912	10009	71.706	2914.955	
p100		resnet50	128			0.0067	0.5753	10009	66.608	5758.045	
p100		resnext101_32x8d	128			#DIV/0!	#DIV/0!	10009	#DIV/0!	#DIV/0!	
p100		resnext50_32x4d	128			0.0064	0.8673	10009	64.510	8680.766	
p100		shufflenet_v2_x0_5	128			0.0069	0.0636	10009	69.295	636.466	
p100		shufflenet_v2_x1_0	128			0.0065	0.1144	10009	64.977	1144.750	
p100		shufflenet_v2_x1_5	128			0.0064	0.1729	10009	64.466	1730.819	
p100		shufflenet_v2_x2_0	128			0.0064	0.2412	10009	64.217	2414.053	
p100		squeezenet1_0	128			0.0065	0.2248	10009	64.979	2249.567	
p100		squeezenet1_1	128			0.0072	0.1255	10009	71.731	1256.243	
p100		vgg11	128			0.0130	0.4846	10009	130.440	4850.732	
p100		vgg11_bn	128			0.0117	0.5553	10009	116.644	5558.464	
p100		vgg13	128			0.0112	0.7775	10009	111.756	7782.443	
p100		vgg16	128			0.0127	0.9532	10009	127.172	9540.503	
p100		vgg19	128			0.0114	1.0612	10009	113.799	10621.546	
p100		wide_resnet50_2	128			0.0066	1.0583	10009	66.314	10592.652	
p100		alexnet	64			0.0034	0.0326	20018	68.768	653.495	
p100		densenet121	64			0.0032	0.3435	20018	64.334	6876.551	
p100		densenet161	64			#DIV/0!	#DIV/0!	20018	#DIV/0!	#DIV/0!	
p100		densenet169	64			0.0034	0.4270	20018	67.974	8548.348	
p100		densenet201	64			0.0035	0.5531	20018	69.808	11072.071	
p100		googlenet	64			0.0034	0.1370	20018	67.153	2743.107	
p100		mnasnet0_5	64			0.0036	0.0922	20018	71.367	1845.566	
p100		mnasnet0_75	64			0.0043	0.1267	20018	85.120	2536.251	
p100		mnasnet1_3	64			0.0054	0.1927	20018	109.038	3857.421	
p100		mobilenet_v2	64			0.0032	0.1414	20018	64.552	2830.919	
p100		mobilenet_v3_large	64			0.0034	0.1303	20018	67.589	2608.049	
p100		mobilenet_v3_small	64			0.0032	0.0563	20018	64.796	1127.969	
p100		resnet101	64			0.0034	0.4892	20018	67.914	9792.711	
p100		resnet152	64			0.0035	0.6838	20018	70.826	13688.633	
p100		resnet18	64			0.0039	0.0936	20018	78.649	1873.480	
p100		resnet34	64			0.0041	0.1536	20018	81.319	3074.423	
p100		resnet50	64			0.0035	0.3017	20018	69.469	6039.216	
p100		resnext50_32x4d	64			0.0032	0.4566	20018	64.421	9139.427	
p100		shufflenet_v2_x0_5	64			0.0036	0.0495	20018	71.073	990.434	
p100		shufflenet_v2_x1_0	64			0.0032	0.0720	20018	64.403	1441.354	
p100		shufflenet_v2_x1_5	64			0.0033	0.0904	20018	65.316	1809.503	
p100		shufflenet_v2_x2_0	64			0.0032	0.1259	20018	64.732	2520.017	
p100		squeezenet1_0	64			0.0040	0.1152	20018	79.168	2306.388	
p100		squeezenet1_1	64			0.0033	0.0672	20018	65.378	1345.616	
p100		vgg11	64			0.0083	0.2501	20018	165.469	5006.107	
p100		vgg11_bn	64			0.0053	0.2871	20018	106.549	5746.366	
p100		vgg13	64			0.0080	0.3913	20018	159.849	7833.155	
p100		vgg13_bn	64			0.0048	0.4542	20018	95.340	9092.883	
p100		vgg16	64			0.0058	0.4667	20018	115.961	9342.212	
p100		vgg16_bn	64			0.0051	0.5313	20018	102.025	10636.053	
p100		vgg19	64			0.0054	0.5408	20018	107.706	10825.873	
p100		vgg19_bn	64			0.0040	0.6067	20018	79.764	12145.860	
p100		wide_resnet101_2	64			0.0036	0.9459	20018	71.596	18935.806	
p100		wide_resnet50_2	64			0.0034	0.5504	20018	67.158	11017.146	